tipo,comunidad,año,total
detencion_secuestro,la rioja,2022,10
detencion_secuestro,ceuta,2022,0
detencion_secuestro,melilla,2022,0
amenazas,andalucia,2022,211
homicidio,navarra,2022,10
amenazas,aragon,2022,1980
amenazas,asturias,2022,2330
amenazas,baleares,2022,2840
amenazas,canarias,2022,6670
amenazas,cantabria,2022,1160
amenazas,castilla y leon,2022,4170
amenazas,castilla la mancha,2022,3760
amenazas,cataluña,2022,1021
homicidio,region de murcia,2022,50
amenazas,extremadura,2022,2530
faltas,andalucia,2022,20
abuso_sexual,melilla,2022,0
abuso_menores,aragon,2022,0
quebrantamiento_condena,extremadura,2022,2020
quebrantamiento_condena,galicia,2022,3690
quebrantamiento_condena,madrid,2022,1108
quebrantamiento_condena,region de murcia,2022,4900
quebrantamiento_condena,navarra,2022,2000
delito,extremadura,2022,131
quebrantamiento_condena,valencia,2022,1508
quebrantamiento_condena,pais vasco,2022,6000
quebrantamiento_condena,ceuta,2022,210
quebrantamiento_condena,melilla,2022,200
otros,andalucia,2022,1090
otros,aragon,2022,120
otros,asturias,2022,190
otros,baleares,2022,170
quebrantamiento_condena,la rioja,2022,1340
quebrantamiento_condena,cataluña,2022,1123
quebrantamiento_condena,castilla la mancha,2022,4090
delito,galicia,2022,2381
daños,madrid,2022,770
daños,region de murcia,2022,280
daños,navarra,2022,170
daños,pais vasco,2022,260
daños,la rioja,2022,30
daños,ceuta,2022,0
delito,madrid,2022,5033
daños,melilla,2022,20
quebrantamiento_condena,andalucia,2022,1599
quebrantamiento_condena,aragon,2022,2570
quebrantamiento_condena,asturias,2022,2470
quebrantamiento_condena,baleares,2022,3990
quebrantamiento_condena,canarias,2022,7180
quebrantamiento_condena,cantabria,2022,1250
quebrantamiento_condena,castilla y leon,2022,2810
delito,valencia,2022,7734
otros,canarias,2022,330
otros,cantabria,2022,90
otros,castilla y leon,2022,440
faltas,cantabria,2022,0
faltas,castilla y leon,2022,0
faltas,castilla la mancha,2022,0
faltas,cataluña,2022,0
delito,castilla y leon,2022,2075
faltas,valencia,2022,0
faltas,extremadura,2022,0
faltas,galicia,2022,0
faltas,madrid,2022,0
faltas,region de murcia,2022,0
faltas,navarra,2022,0
faltas,pais vasco,2022,0
faltas,la rioja,2022,0
delito,cantabria,2022,6250
faltas,ceuta,2022,0
faltas,canarias,2022,0
daños,galicia,2022,370
faltas,baleares,2022,0
faltas,aragon,2022,0
otros,castilla la mancha,2022,210
otros,cataluña,2022,1750
otros,valencia,2022,800
otros,extremadura,2022,100
otros,galicia,2022,360
delito,cataluña,2022,5967
otros,madrid,2022,510
otros,region de murcia,2022,290
otros,navarra,2022,160
otros,pais vasco,2022,530
otros,la rioja,2022,130
otros,ceuta,2022,40
otros,melilla,2022,10
faltas,andalucia,2022,20
delito,castilla la mancha,2022,1947
faltas,asturias,2022,0
abuso_menores,andalucia,2022,20
daños,extremadura,2022,150
daños,valencia,2022,1210
allanamiento,andalucia,2022,180
allanamiento,aragon,2022,0
allanamiento,asturias,2022,0
allanamiento,baleares,2022,50
allanamiento,canarias,2022,0
allanamiento,cantabria,2022,10
abuso_menores,melilla,2022,0
allanamiento,castilla y leon,2022,10
delito,melilla,2022,1180
allanamiento,cataluña,2022,320
allanamiento,valencia,2022,240
allanamiento,extremadura,2022,0
allanamiento,galicia,2022,10
allanamiento,madrid,2022,10
allanamiento,castilla la mancha,2022,30
abuso_menores,ceuta,2022,0
abuso_menores,la rioja,2022,0
abuso_menores,pais vasco,2022,30
abuso_menores,asturias,2022,10
homicidio,asturias,2022,20
abuso_menores,baleares,2022,20
abuso_menores,canarias,2022,0
abuso_menores,cantabria,2022,0
abuso_menores,castilla y leon,2022,10
abuso_menores,castilla la mancha,2022,10
abuso_menores,cataluña,2022,10
abuso_menores,valencia,2022,30
abuso_menores,extremadura,2022,0
homicidio,aragon,2022,10
abuso_menores,galicia,2022,10
abuso_menores,madrid,2022,30
abuso_menores,region de murcia,2022,10
abuso_menores,navarra,2022,0
allanamiento,region de murcia,2022,0
allanamiento,navarra,2022,10
allanamiento,pais vasco,2022,0
delito,ceuta,2022,1170
injurias,navarra,2022,60
injurias,pais vasco,2022,90
injurias,la rioja,2022,0
injurias,ceuta,2022,0
injurias,melilla,2022,10
daños,andalucia,2022,1750
daños,aragon,2022,180
delito,navarra,2022,8760
daños,asturias,2022,210
daños,baleares,2022,150
daños,canarias,2022,430
daños,cantabria,2022,150
daños,castilla y leon,2022,360
daños,castilla la mancha,2022,200
daños,cataluña,2022,1430
injurias,region de murcia,2022,140
delito,region de murcia,2022,257
delito,pais vasco,2022,3013
injurias,galicia,2022,80
allanamiento,la rioja,2022,10
allanamiento,ceuta,2022,0
allanamiento,melilla,2022,0
injurias,andalucia,2022,300
injurias,aragon,2022,20
injurias,asturias,2022,50
injurias,baleares,2022,110
injurias,canarias,2022,40
delito,la rioja,2022,5000
injurias,cantabria,2022,50
injurias,castilla y leon,2022,120
injurias,castilla la mancha,2022,100
injurias,cataluña,2022,530
injurias,valencia,2022,370
injurias,extremadura,2022,50
injurias,madrid,2022,220
delito,andalucia,2022,9955
